track_id,parent_id,start_frame,end_frame,morphology_class,area,length,width,centroid_x,centroid_y
1718,1360,16,18,,767.67,57.52,17.69,979.51,939.07
1719,0,16,33,,659.91,49.92,18.98,990.0,881.26
1720,1020,16,36,,483.88,42.73,15.17,677.93,983.24
1721,1360,16,23,,1306.0,99.04,22.52,986.8,991.62
1722,0,16,36,Divided,624.33,45.35,19.09,543.21,941.08
1724,0,16,16,Divided,571.0,44.64,16.65,526.65,1000.52
1725,1600,16,19,,792.0,60.37,18.14,760.5,1018.09
1726,0,16,21,Divided,675.4,49.94,17.69,540.99,1013.79
1727,1372,16,27,Divided,700.88,53.17,18.81,640.19,996.62
1728,0,16,16,Divided,565.0,45.5,16.74,617.7,1028.42
1729,1372,16,18,Divided,391.67,43.78,11.84,695.08,1031.27
1730,0,16,24,Divided,602.44,48.39,15.76,521.59,1015.77
1733,0,17,18,,1060.0,75.73,18.65,1062.71,112.15
1734,0,17,35,,1884.13,85.76,29.54,314.53,133.35
1735,0,17,21,Divided,2203.67,174.96,15.86,1071.6,148.6
1737,1383,17,36,,763.25,52.59,19.43,732.41,172.13
1741,0,17,18,Divided,393.5,35.75,14.73,404.1,245.39
1742,0,17,36,,1749.2,110.51,21.69,501.75,258.11
1743,0,17,20,,1100.25,91.3,17.89,112.13,341.63
1744,0,17,17,Divided,299.0,29.99,13.06,758.57,280.87
1750,0,17,18,,339.0,37.08,13.53,1176.11,359.72
1751,0,17,36,Divided,362.25,33.02,15.64,67.96,360.86
1752,0,17,18,Elongated,2936.0,254.97,26.68,268.5,403.08
1754,0,17,31,,408.78,47.83,15.71,1345.31,292.4
1757,0,17,21,,646.0,53.18,16.58,130.8,383.25
1760,0,17,17,,1683.0,127.79,23.73,133.99,462.69
1761,1480,17,21,,1442.0,79.27,25.27,1157.04,474.68
1762,0,17,18,Elongated,2159.5,241.68,29.38,1372.27,672.76
1763,0,17,32,Divided,429.36,29.6,18.58,792.39,447.16
1764,0,17,17,,226.0,18.64,16.45,73.56,465.12
1766,0,17,17,,1297.0,146.1,14.84,1161.64,502.71
1767,1190,17,22,Divided,489.0,39.7,16.4,748.69,513.38
1769,0,17,17,Divided,490.0,45.9,16.5,655.56,539.6
1770,264,17,36,Divided,569.61,40.59,19.61,690.0,528.41
1771,386,17,31,,1771.15,108.52,22.42,785.66,647.32
1773,0,17,36,,2025.42,106.65,24.61,944.62,695.78
1774,0,17,18,Divided,503.5,47.13,14.04,102.48,702.1
1776,0,17,18,,1200.0,100.79,17.72,549.47,718.19
1777,0,17,24,Elongated,3352.86,229.49,24.54,458.49,842.3
1779,425,17,29,Divided,513.7,39.07,17.84,595.55,776.8
1780,0,17,18,,726.5,59.44,17.64,680.96,759.92
1782,0,17,35,,975.4,59.23,23.3,831.03,856.7
1783,0,17,17,,1584.0,131.37,28.84,455.39,850.97
1786,0,17,17,,861.0,78.01,14.4,942.48,883.48
1787,0,17,17,,209.0,20.69,12.93,248.1,912.71
1788,0,17,20,,349.0,33.24,15.05,1011.31,921.08
1789,1292,17,26,,636.14,54.15,15.92,804.93,917.21
1790,0,17,19,,1041.0,71.29,19.24,910.09,970.52
1791,0,17,20,,566.0,39.18,17.42,667.7,953.12
1792,1363,17,36,Divided,751.12,59.31,17.28,831.86,924.99
1793,0,17,36,Divided,533.95,37.32,18.55,341.59,941.55
1794,0,17,18,Divided,463.0,33.45,18.21,874.51,954.34
1796,1292,17,36,,680.87,51.51,17.57,743.24,1014.63
1798,0,17,36,,685.8,53.65,17.4,883.81,1015.24
1799,0,17,17,,274.0,20.78,17.78,710.96,990.68
1800,0,17,18,Divided,516.5,34.89,19.32,1013.35,997.76
1801,0,17,36,Divided,450.6,33.67,18.19,177.45,1005.99
1803,0,17,24,Divided,459.12,31.64,20.78,124.86,1024.86
1804,0,17,25,Divided,488.44,41.05,15.75,381.49,1021.98
1805,0,17,17,,240.0,23.66,13.09,368.67,1031.93
1806,0,18,19,,315.0,181.87,2.0,1152.25,0.5
1807,0,18,31,Divided,587.22,59.03,16.53,1356.53,49.67
1808,0,18,36,Divided,1209.58,83.92,20.86,471.56,223.22
1809,0,18,23,,2716.67,203.53,17.38,1058.13,54.53
1810,0,18,18,Elongated,2638.0,193.72,20.51,925.17,98.61
1811,0,18,19,Elongated,11319.5,619.02,54.72,759.66,160.39
1812,0,18,24,Divided,587.4,42.79,20.2,1327.5,141.47
1813,1302,18,36,Divided,545.06,39.74,18.39,1339.45,111.75
1814,0,18,36,,769.94,68.94,14.39,1011.87,161.81
1815,0,18,31,,1787.14,81.22,24.81,260.77,133.48
1816,1302,18,24,,1094.17,55.23,27.65,1363.84,204.66
1817,1383,18,23,,223.17,19.9,14.42,681.73,182.66
1819,0,18,36,Divided,282.69,28.19,13.15,738.93,182.11
1820,1085,18,26,Divided,792.83,75.73,24.0,1368.57,306.7
1822,0,18,27,Divided,993.83,78.25,19.08,88.92,289.71
1825,0,18,27,Divided,558.75,42.37,16.86,823.41,262.05
1829,0,18,18,Divided,324.0,24.67,17.08,1192.45,336.27
1830,0,18,27,,1968.67,158.29,16.82,1137.84,323.5
1832,0,18,20,,630.67,43.74,26.44,1353.28,422.28
1833,0,18,27,Divided,625.0,52.67,18.39,1144.79,465.3
1834,0,18,21,Divided,524.75,37.86,18.3,176.39,428.49
1836,0,18,26,Divided,600.43,34.96,23.87,1355.76,449.74
1837,0,18,31,,617.5,63.91,15.12,1190.46,387.56
1838,1190,18,22,Divided,593.4,45.58,19.38,725.72,474.29
1839,0,18,35,,1128.57,86.49,19.94,1335.87,570.95
1840,0,18,36,Divided,954.63,72.54,16.82,504.24,523.54
1842,0,18,21,Divided,494.33,43.03,15.45,132.82,493.65
1844,0,18,35,Divided,398.12,33.36,16.49,116.0,678.1
1845,0,18,24,,1404.6,92.21,28.93,816.1,589.18
1846,706,18,35,,986.06,73.92,21.59,1057.71,578.66
1847,1049,18,24,,636.0,81.84,15.24,1386.98,627.86
1848,706,18,26,,640.11,57.59,14.88,1082.77,597.69
1849,0,18,20,,1226.0,101.43,16.26,522.18,611.45
1850,0,18,20,,658.33,53.9,16.82,772.13,618.01
1851,0,18,20,Elongated,6372.33,409.45,24.82,368.95,769.2
1852,1049,18,24,,706.67,47.55,27.01,1364.94,654.59
1853,0,18,19,Divided,542.0,36.29,22.81,917.04,615.65
1858,0,18,18,Divided,407.0,35.0,15.37,755.36,722.34
1859,386,18,36,,1050.07,69.21,27.54,807.49,699.26
1862,0,18,18,,599.0,53.92,14.97,686.74,802.7
1863,0,18,18,Divided,615.0,45.07,18.03,609.79,803.61
1865,0,18,34,,604.62,52.03,16.57,1337.55,843.85
1866,0,18,24,Divided,477.4,41.22,16.69,1356.72,859.7
1867,0,18,19,,1029.5,53.8,30.71,581.87,844.79
1868,0,18,21,,517.75,42.84,15.09,1338.14,857.54
1871,0,18,24,Divided,575.67,47.98,16.03,1126.34,880.92
1872,623,18,35,Divided,843.21,56.36,20.43,963.55,982.64
1873,0,18,35,Divided,941.38,57.06,22.96,802.01,842.59
1874,0,18,36,,320.32,35.41,12.72,122.61,930.28
1876,1363,18,23,,885.0,64.58,18.31,786.2,887.61
1877,831,18,21,,309.5,22.98,17.59,182.55,942.7
1878,1140,18,32,,1212.17,73.5,30.89,215.69,954.56
1879,1140,18,24,,951.43,79.3,19.8,222.81,950.2
1880,1078,18,36,Divided,621.33,49.45,16.59,479.64,930.37
1882,0,18,22,,607.75,43.43,19.51,1103.59,961.32
1884,831,18,36,Divided,655.33,44.97,21.69,121.58,1010.13
1885,1078,18,28,,1023.82,81.66,17.01,382.44,975.77
1886,0,18,36,,878.0,53.78,22.67,1130.94,1000.0
1888,0,18,32,Divided,457.21,39.61,15.55,569.4,949.21
1889,0,18,36,Divided,599.62,41.07,20.42,1158.87,988.18
1890,0,18,18,Divided,325.0,27.87,15.06,392.08,1028.35
1891,0,18,19,,552.0,42.94,15.51,436.57,1027.32
1892,0,19,20,Elongated,3419.0,243.35,18.98,1051.18,33.07
1893,0,19,35,,682.38,57.5,16.12,750.96,46.62
1894,0,19,21,Divided,443.33,36.18,18.6,615.1,58.69
1895,0,19,22,,1130.0,77.6,20.94,666.87,59.04
1897,0,19,19,Elongated,3260.0,208.63,21.12,1130.19,105.32
1898,0,19,26,,273.25,90.86,5.09,1389.4,104.27
1900,0,19,36,,299.62,23.22,16.57,1328.63,151.08
1902,0,19,21,,1033.0,84.31,15.96,1038.37,150.63
1903,0,19,22,Elongated,2031.25,143.42,18.83,944.45,215.78
1905,0,19,23,,1249.67,99.11,17.37,1133.26,194.12
1906,0,19,31,,1364.77,77.74,27.46,145.86,280.49
1907,0,19,21,,1533.33,114.88,21.88,127.49,299.67
1908,1085,19,35,Divided,462.43,33.61,18.5,1323.61,240.36
1909,0,19,24,Divided,427.0,30.01,18.27,816.21,265.2
1911,0,19,30,,879.08,60.67,19.64,793.9,265.76
1916,1033,19,33,,2283.8,123.79,33.55,225.0,361.07
1917,0,19,20,,1004.0,85.39,16.43,203.03,382.94
1918,0,19,24,Divided,606.8,46.02,17.32,461.84,354.89
1919,0,19,19,,1169.0,85.75,17.89,1173.32,360.2
1920,0,19,36,,1203.0,90.48,18.45,335.84,349.51
1921,0,19,33,Elongated,2721.0,216.35,18.57,1023.13,338.08
1922,0,19,29,Elongated,4045.33,309.52,25.68,561.09,398.26
1923,0,19,29,,1102.57,86.93,17.75,1045.23,329.9
1924,0,19,32,,1154.2,87.42,16.98,696.28,348.46
1925,0,19,21,,260.33,20.34,16.44,1329.44,403.31
1926,0,19,26,Divided,334.67,32.26,14.19,1096.02,432.55
1927,0,19,23,,2557.0,158.68,26.9,216.1,468.4
1928,0,19,27,,740.78,68.55,14.29,661.69,406.06
1929,0,19,21,Elongated,1774.0,156.38,16.95,1381.75,463.99
1930,0,19,23,Divided,572.0,37.2,20.26,790.56,453.34
1932,0,19,19,Divided,374.0,27.42,17.57,729.27,443.41
1933,0,19,36,,915.28,76.72,15.87,426.97,414.58
1934,0,19,21,Elongated,7542.67,436.05,44.0,539.9,490.76
1936,0,19,19,,999.0,75.12,17.42,419.89,485.6
1937,0,19,30,Elongated,7158.42,418.19,33.02,529.82,538.64
1939,0,19,21,,1374.67,79.24,24.27,960.11,513.35
1940,0,19,19,,297.0,42.51,9.75,806.76,514.36
1942,0,19,32,Divided,600.0,46.06,18.94,443.09,480.86
1945,0,19,33,Divided,612.67,45.44,18.42,359.3,518.33
1946,0,19,20,Elongated,5439.0,534.2,17.63,409.96,679.76
1948,0,19,36,,869.07,61.72,22.72,695.55,570.02
1949,0,19,36,Divided,342.78,26.41,16.6,441.96,560.91
1950,0,19,25,,1161.29,79.77,19.68,853.23,583.93
1953,0,19,36,,286.14,26.31,14.34,120.44,691.45
1955,1643,19,36,,1331.28,92.37,20.03,310.16,598.14
1956,0,19,36,,1118.53,80.09,18.64,318.93,672.84
1957,0,19,19,,2150.0,145.09,22.34,1042.52,697.76
1958,0,19,27,,536.5,39.02,20.04,1351.49,690.6
1959,1643,19,30,Divided,689.42,51.06,17.63,281.5,684.87
1961,0,19,19,,1372.0,132.85,15.44,143.84,764.55
1964,1780,19,36,,229.4,18.53,16.0,794.24,723.05
1966,0,19,36,,1938.0,164.49,15.99,507.36,762.1
1967,1780,19,35,Divided,605.85,48.61,16.61,793.07,785.51
1969,0,19,23,,1667.4,136.44,17.47,154.48,858.86
1970,613,19,36,Divided,744.29,58.13,17.3,219.84,815.71
1972,1709,19,23,,526.33,42.0,16.32,1186.89,869.28
1974,613,19,30,,585.8,53.59,14.31,173.8,862.64
1975,0,19,19,,599.0,53.33,15.03,1227.99,874.13
1976,0,19,19,,961.0,91.32,14.88,563.55,906.69
1977,0,19,36,Divided,641.0,49.72,17.44,594.74,866.39
1979,0,19,19,Divided,478.0,41.39,15.39,1085.79,933.61
1981,0,19,19,,823.0,79.97,14.7,1340.37,993.11
1982,623,19,24,,877.5,60.73,21.72,1059.26,958.53
1984,0,19,21,,833.67,49.24,23.18,1366.69,990.98
1988,825,19,35,,835.5,61.83,18.2,716.6,994.58
1989,1729,19,35,,946.47,83.57,15.6,835.89,977.36
1990,0,19,36,,702.53,59.15,16.28,314.92,1013.24
1991,0,19,36,Divided,581.94,42.85,17.66,694.2,1007.66
1992,1729,19,23,,411.25,54.47,10.75,746.95,1028.83
1993,0,20,36,,530.53,305.93,2.01,1123.63,0.5
1994,1147,20,24,Elongated,4667.0,317.37,22.95,970.98,19.87
1996,1147,20,32,,1121.15,74.89,19.41,1073.88,52.25
1997,0,20,36,,4043.27,156.78,51.14,203.81,162.91
1998,0,20,36,Elongated,14593.35,802.79,82.15,879.78,148.09
2000,1303,20,32,,1310.18,79.19,27.85,67.28,205.98
2002,1303,20,30,,780.22,56.86,21.13,75.1,227.9
2003,0,20,36,,327.64,25.99,17.38,94.3,202.54
2010,0,20,22,Elongated,7614.5,572.45,65.7,248.09,529.82
2013,1033,20,23,,1018.0,63.44,20.3,200.72,399.28
2015,0,20,36,Divided,700.75,59.39,16.21,1181.66,381.1
2017,0,20,36,Divided,348.54,24.77,18.42,1328.34,441.71
2019,0,20,24,,943.75,61.42,24.4,724.05,486.33
2022,0,20,28,,1099.25,85.25,17.75,394.93,493.88
2023,0,20,33,,1979.22,168.99,19.62,79.03,512.41
2025,0,20,35,Divided,935.92,61.19,20.87,129.97,518.59
2029,0,20,26,Elongated,3251.0,278.16,30.2,921.73,723.24
2030,0,20,35,,1997.88,141.25,42.13,726.0,676.28
2031,0,20,24,,212.0,71.17,5.02,1389.5,696.05
2032,0,20,35,,1197.77,93.38,20.53,996.48,787.92
2034,0,20,35,,873.83,62.71,20.57,1345.47,827.52
2036,0,20,23,,314.0,26.91,15.36,1245.73,802.56
2039,1709,20,28,Divided,576.83,51.7,15.08,1220.51,834.93
2041,0,20,20,,1065.0,80.39,22.61,1083.14,851.08
2043,0,20,36,Divided,661.85,46.92,20.77,758.23,744.73
2047,1583,20,35,Divided,575.82,55.43,14.37,1200.03,802.9
2048,1714,20,24,Divided,531.0,43.04,16.86,1040.35,934.48
2050,0,20,36,Divided,476.73,36.77,17.04,580.06,800.4
2052,0,20,29,,911.29,62.86,21.89,1360.21,935.01
2053,0,20,28,,1577.5,82.76,24.75,155.2,930.26
2054,0,20,22,,470.33,41.94,14.15,1000.63,929.36
2055,0,20,36,Divided,610.94,51.95,16.4,507.31,891.95
2057,503,20,36,Divided,506.88,38.88,17.17,398.32,916.4
2060,0,20,29,,271.29,22.95,15.85,70.14,968.85
2061,0,20,34,,849.27,67.49,17.65,827.11,977.63
2063,825,20,27,,929.71,71.48,17.51,709.35,988.37
2067,0,20,23,Divided,413.5,31.0,17.29,537.3,1026.29
2074,108,21,27,,735.0,53.62,18.03,980.58,219.59
2076,0,21,34,,829.86,52.59,22.48,1367.98,308.99
2078,0,21,27,Divided,721.43,43.94,23.4,1362.57,257.32
2079,0,21,21,Divided,358.0,30.48,15.24,1219.93,259.06
2081,580,21,32,,2396.91,162.43,19.88,928.31,271.71
2082,0,21,36,,829.19,53.39,21.01,148.97,310.46
2083,580,21,30,Divided,1048.14,88.92,15.69,863.12,306.17
2085,0,21,33,,799.0,57.99,17.41,948.66,351.27
2086,0,21,22,Elongated,2809.0,220.74,21.87,564.27,415.75
2088,0,21,36,Elongated,6636.15,469.1,46.98,270.41,528.99
2090,279,21,36,Elongated,6412.0,374.02,41.52,352.2,500.77
2091,0,21,34,Divided,524.5,41.97,17.26,93.67,414.65
2093,0,21,21,,964.0,76.28,16.75,541.37,431.58
2094,0,21,24,,1044.25,80.22,17.0,681.4,420.78
2097,0,21,26,Divided,444.83,42.95,13.66,584.41,432.57
2098,786,21,36,,693.6,73.16,12.9,580.26,400.34
2099,786,21,36,,1075.69,87.58,16.19,599.2,413.89
2100,1047,21,36,,750.0,68.13,15.07,159.99,506.51
2101,0,21,36,Divided,758.53,61.26,18.94,508.68,433.26
2102,1047,21,36,Elongated,2981.88,200.88,25.41,106.58,513.59
2105,0,21,30,,801.0,64.57,17.39,1168.74,465.23
2106,1562,21,35,,2571.36,168.45,25.48,975.97,566.94
2107,0,21,24,Divided,774.0,54.27,21.97,1178.19,562.93
2110,279,21,36,Divided,494.12,39.22,16.76,274.29,602.03
2115,0,21,22,,272.0,24.49,14.22,730.03,637.2
2118,1130,21,27,Divided,2236.0,132.86,37.17,727.49,692.77
2119,0,21,36,,1112.62,83.73,17.35,260.57,743.84
2124,0,21,21,,714.0,68.54,13.59,1126.54,780.32
2129,1714,21,25,Elongated,1812.0,136.02,25.55,1001.39,859.44
2130,541,21,23,Divided,638.33,43.94,19.45,681.74,842.88
2131,0,21,22,,2477.0,145.32,43.55,826.67,849.73
2134,1583,21,32,,951.78,77.53,18.32,1076.28,861.02
2135,0,21,24,,405.0,149.68,4.18,1389.77,972.61
2136,0,21,35,,214.86,23.78,12.03,289.31,926.25
2138,503,21,36,Divided,586.25,48.73,16.32,383.47,902.93
2139,0,21,35,,853.0,58.47,20.56,804.43,954.78
2141,0,21,25,Divided,461.5,44.46,13.35,684.9,1025.34
2142,0,22,32,,1071.29,72.36,18.57,662.08,59.75
2143,0,22,26,Divided,441.0,41.96,14.7,373.63,107.56
2144,0,22,36,,960.07,47.54,30.49,1360.96,110.61
2145,1046,22,36,,718.92,64.16,16.76,1326.41,219.14
2146,0,22,36,,1437.07,66.44,32.45,424.03,236.37
2147,1046,22,34,,1187.67,59.48,25.39,1362.9,225.23
2149,108,22,33,,1253.5,91.4,17.81,970.58,227.21
2150,0,22,22,Divided,379.0,34.05,14.98,140.71,240.3
2153,0,22,33,Divided,1014.86,80.02,18.57,893.65,292.78
2157,0,22,22,Elongated,6544.0,486.9,31.41,978.71,369.95
2158,0,22,36,,2419.15,153.5,42.15,324.1,369.02
2160,0,22,22,,869.0,111.36,12.83,1144.36,374.8
2161,0,22,22,Elongated,4095.0,302.07,26.78,542.86,411.16
2162,0,22,35,Divided,732.86,49.39,19.87,1175.02,443.13
2163,0,22,36,,649.27,60.62,14.9,157.04,446.41
2166,0,22,22,Divided,345.0,23.9,19.08,767.15,485.28
2167,267,22,35,Divided,472.64,35.17,17.64,1058.89,465.04
2169,0,22,36,,754.31,45.08,21.13,1239.25,491.48
2172,0,22,36,,654.07,52.42,17.09,351.77,528.58
2173,0,22,31,,743.7,52.74,19.3,666.31,552.98
2174,0,22,22,Divided,356.0,24.9,18.4,630.51,602.13
2175,1562,22,33,Divided,337.0,29.55,15.09,965.47,593.0
2176,0,22,30,Divided,750.12,63.92,16.3,291.18,586.14
2177,0,22,30,Divided,386.89,37.93,14.76,371.69,615.12
2178,0,22,23,,1275.0,73.09,29.51,963.41,646.79
2179,0,22,22,,1664.0,159.11,16.82,848.31,701.18
2180,1130,22,23,Divided,680.5,56.33,16.28,675.8,674.45
2181,0,22,34,Divided,764.22,65.93,17.05,1332.82,704.11
2184,0,22,27,,922.4,84.08,15.7,985.8,754.96
2186,0,22,32,Divided,593.88,52.79,15.22,1085.86,797.0
2187,0,22,36,Divided,561.8,47.06,16.18,614.22,754.51
2188,0,22,23,,464.5,134.09,10.65,1388.88,853.76
2189,404,22,35,Divided,591.58,44.54,17.42,767.65,812.51
2192,0,22,35,Divided,372.85,35.15,13.81,805.33,834.55
2193,541,22,31,,609.56,46.55,16.93,740.0,864.95
2194,0,22,22,,622.0,72.08,12.99,1146.81,874.18
2195,0,22,35,Divided,675.44,52.66,17.19,918.28,865.08
2198,0,22,36,,841.55,55.79,20.85,848.22,839.9
2199,0,22,29,Divided,777.33,58.45,17.42,897.02,914.38
2202,0,22,36,Divided,555.4,43.59,17.09,547.01,949.53
2203,1514,22,23,Divided,469.0,36.93,16.8,919.1,1015.45
2204,0,23,23,Divided,387.0,29.67,18.69,773.35,23.82
2205,0,23,23,,1307.0,54.03,37.73,257.77,99.44
2206,0,23,34,,647.45,38.34,22.43,1361.31,140.89
2207,0,23,36,,720.25,43.89,24.8,1360.63,48.26
2209,0,23,25,,1133.67,100.45,16.44,1141.73,192.46
2211,0,23,29,,430.5,79.35,12.23,1375.26,210.73
2215,0,23,23,,1084.0,92.67,15.73,1067.61,267.59
2216,0,23,29,,238.0,25.56,12.07,58.51,295.33
2217,0,23,36,Divided,313.1,31.44,13.21,117.23,367.18
2218,0,23,25,Elongated,3690.33,331.15,18.02,790.37,326.83
2219,0,23,23,,1181.0,87.97,19.46,943.63,334.69
2221,0,23,29,Elongated,3834.5,284.64,27.94,827.48,385.73
2222,0,23,36,Divided,815.33,48.85,22.82,1338.76,360.6
2223,0,23,36,Divided,472.73,39.1,16.54,104.58,328.3
2225,0,23,35,,643.0,50.0,16.79,1039.04,379.0
2227,1838,23,36,,1782.46,106.42,25.53,872.04,397.92
2228,0,23,23,,3707.0,123.88,89.35,783.92,505.35
2229,267,23,35,,533.56,42.01,17.49,1031.65,425.1
2230,1838,23,31,Divided,1151.12,60.85,28.03,777.96,463.56
2231,0,23,23,Divided,318.0,34.53,12.08,1171.29,536.58
2233,0,23,28,,1409.0,101.46,24.61,867.54,706.14
2234,0,23,23,,199.0,22.41,11.55,1248.56,644.03
2237,0,23,30,,1274.88,84.32,19.73,481.49,702.52
2238,0,23,23,Elongated,3339.0,341.15,31.11,901.56,772.61
2239,0,23,26,,1186.0,89.53,19.44,1064.13,714.25
2242,0,23,29,Divided,1004.4,81.8,16.58,1122.12,851.74
2243,404,23,36,Divided,511.69,43.06,15.9,729.32,792.95
2246,0,23,36,,981.12,71.99,19.87,937.11,923.01
2249,0,23,36,Divided,664.17,48.07,18.19,854.73,987.67
2253,1370,23,36,Divided,717.43,48.45,19.71,99.99,965.53
2254,0,23,24,Divided,731.5,42.21,24.05,993.1,973.77
2255,1370,23,31,Divided,414.22,33.92,15.84,96.55,987.79
2256,0,23,34,,696.0,56.54,16.3,776.39,997.87
2257,0,23,35,Divided,506.23,40.5,16.0,501.48,961.12
2258,1514,23,27,Divided,455.6,36.86,16.02,949.31,1000.04
2259,0,23,24,Divided,561.5,47.27,15.76,881.73,1027.06
2260,0,23,35,,751.23,53.06,19.0,586.64,990.15
2261,0,23,31,Divided,504.4,41.88,16.88,811.94,1027.05
2263,0,24,24,,384.0,45.13,11.79,502.44,79.15
2264,0,24,35,,1385.0,114.82,16.7,1075.18,79.18
2266,0,24,29,,448.0,166.76,5.31,1388.76,197.98
2269,0,24,31,,1032.75,54.65,29.12,1362.92,221.4
2270,0,24,28,,651.0,76.16,26.19,1373.81,203.33
2272,0,24,35,,1087.0,86.33,17.71,1057.2,221.55
2273,0,24,34,Elongated,7197.27,568.99,31.13,616.6,251.11
2276,0,24,34,Divided,2000.44,88.36,35.12,201.57,278.33
2279,0,24,36,Divided,885.12,98.49,19.27,1373.72,400.03
2281,0,24,30,Divided,1260.43,90.31,24.86,175.65,389.43
2282,0,24,31,Divided,583.71,45.38,16.7,1004.14,345.66
2283,0,24,33,,877.12,53.28,24.76,1363.41,264.31
2284,0,24,30,,997.71,89.77,14.91,451.9,359.39
2285,0,24,24,,1021.0,81.07,16.93,751.3,372.36
2288,0,24,24,Divided,364.0,28.19,16.91,847.43,432.1
2289,0,24,25,,754.5,62.91,17.32,1215.11,455.62
2290,0,24,32,Divided,391.89,27.72,18.43,530.46,435.39
2291,0,24,36,Divided,598.2,45.98,17.97,1108.75,476.84
2293,0,24,32,Divided,542.0,44.23,16.3,1008.68,483.03
2294,0,24,28,,729.25,55.42,16.44,851.64,562.62
2295,0,24,30,,665.0,48.9,20.03,1130.92,520.95
2297,0,24,28,,1182.8,85.65,18.09,607.36,534.06
2298,0,24,36,Divided,748.27,53.38,19.29,839.12,505.5
2300,402,24,36,,679.62,53.66,16.81,1134.13,570.69
2301,0,24,24,Elongated,6876.0,467.25,21.46,451.65,696.34
2302,0,24,33,Elongated,4938.0,534.44,26.92,320.89,727.44
2303,0,24,25,Divided,336.0,39.45,11.89,135.43,641.69
2305,0,24,36,,1026.2,74.65,22.55,832.47,742.64
2310,0,24,36,,1371.08,84.9,21.12,290.19,773.19
2313,0,24,36,,741.78,54.75,20.41,967.37,768.68
2314,0,24,35,Divided,539.44,43.12,16.89,772.89,790.58
2315,0,24,36,,715.62,42.99,23.95,665.24,762.34
2316,0,24,24,Elongated,5267.0,236.82,39.45,203.92,875.99
2317,0,24,35,Divided,592.5,46.94,16.15,536.73,792.94
2320,1876,24,35,Divided,902.64,50.78,24.57,784.95,926.3
2321,0,24,35,Divided,421.7,34.39,16.28,726.26,846.12
2325,0,24,36,Divided,542.38,52.06,14.07,435.5,910.55
2326,0,24,26,,633.67,57.59,14.97,859.8,950.12
2327,0,24,36,,763.91,55.35,18.84,873.92,934.75
2328,0,24,29,,664.75,59.75,14.76,853.34,970.91
2329,0,24,36,Divided,610.46,47.51,17.46,464.28,961.1
2330,0,24,25,,595.0,34.97,21.63,1180.05,992.24
2331,2067,24,35,Divided,499.25,43.05,15.08,644.12,958.47
2333,2067,24,36,,754.77,56.0,18.67,657.02,975.08
2334,1992,24,27,Divided,486.5,43.29,14.57,758.27,1000.77
2335,0,24,35,Divided,476.75,41.41,15.24,406.42,993.43
2337,0,24,28,,599.8,47.36,16.63,828.91,1024.44
2338,0,24,25,Divided,475.5,53.54,12.79,394.09,1029.41
2339,0,24,29,,376.25,32.68,14.59,445.83,1029.41
2340,1992,24,32,Divided,559.88,44.83,18.53,765.29,988.16
2342,0,25,31,,2800.4,164.5,22.61,928.13,18.59
2344,0,25,36,,1359.44,66.28,32.8,318.93,170.68
2345,0,25,36,Divided,720.82,55.15,17.48,1007.73,196.99
2346,0,25,26,,231.5,24.89,12.54,734.38,187.67
2347,0,25,32,Divided,1014.83,88.67,18.23,1023.6,220.59
2350,0,25,29,,223.0,23.14,12.42,387.97,247.73
2351,0,25,36,,6497.71,264.25,95.22,178.09,446.29
2353,0,25,35,Divided,847.0,64.01,17.95,549.72,317.09
2356,0,25,35,Divided,670.29,71.19,16.7,1349.32,295.31
2357,0,25,30,Divided,2031.0,179.32,17.53,968.83,380.27
2358,0,25,35,Divided,466.2,43.08,13.97,1179.93,328.3
2359,0,25,31,Divided,565.17,43.99,18.6,1327.15,489.57
2360,0,25,28,,339.5,38.34,11.84,132.9,402.91
2361,0,25,25,,1193.0,79.53,20.33,762.55,407.35
2362,0,25,35,,970.0,77.97,16.52,515.94,375.43
2363,245,25,36,,1543.8,119.43,17.32,390.17,413.66
2364,0,25,36,Divided,548.0,47.73,15.54,1217.41,270.9
2367,0,25,32,,757.33,81.94,12.82,960.39,393.83
2368,0,25,28,,3250.33,174.56,31.17,1364.7,529.83
2370,0,25,36,Divided,591.55,43.77,17.59,137.84,471.67
2372,0,25,36,,2299.88,134.33,28.51,1364.59,537.55
2373,0,25,29,,342.25,39.56,12.75,1078.38,497.85
2374,1639,25,36,,801.5,59.36,17.56,295.67,511.97
2375,402,25,30,Divided,878.5,70.54,18.99,1184.47,546.05
2376,0,25,36,,853.7,56.25,20.13,893.12,573.8
2377,1639,25,36,,639.25,59.25,14.29,254.35,558.55
2379,0,25,36,,1528.67,100.43,20.86,867.81,624.84
2380,0,25,25,Divided,283.0,28.83,12.53,1072.86,661.46
2381,0,25,36,,1380.64,84.39,21.5,649.98,646.52
2382,0,25,36,,557.83,55.92,13.02,188.11,685.22
2383,0,25,31,Divided,318.0,28.53,15.2,1186.68,675.38
2384,0,25,25,,302.0,24.34,16.07,1335.58,708.4
2386,0,25,26,Divided,617.0,40.58,19.62,1164.13,718.7
2389,1876,25,32,Divided,521.17,41.53,16.62,733.16,775.59
2390,1777,25,35,,1062.3,79.46,19.29,486.01,826.13
2395,0,25,36,,1502.92,94.34,21.29,339.25,910.05
2396,0,25,26,Divided,381.0,36.18,13.6,459.77,906.87
2397,0,25,25,Divided,429.0,33.85,16.43,416.07,912.52
